sizzle	has parent	onomatopoeia
car skidding	belongs to class	road vehicle
caterwaul	described by	a bird call used to communicate with other birds
vehicle door opens or closes	occurs in	train interior
tapping	belongs to class	generic impact sounds
rattle	follows	clattering object
funk music	generated by	musicians
music	has subtype	progressive rock
keyboard typing	belongs to class	office sounds
clapping	has subtype	applause
mandolin	has parent	plucked string instrument
harmony	overlaps with	guitar
scratch	described by	a sharp, short sound made by scratching something
motorcycle	produced during	racing
road vehicle	originates from	airport parking lot
bathtub (filling or washing)	originates from	faucet
fowl animal	has children	chicken or rooster
gunshot	occurs in	outside
motorcycle	occurs in	race
electric guitar	generated by	recording studio
clang	event composed of	metal on metal
singing	belongs to class	human sounds
train	has children	electric train
bathtub (filling or washing)	occurs in	home
singing	produced during	singing contest
shower	can be heard in	bathroom
dog whimpering	occurs in	home
swing music	scene contains	live music performance
percussion	caused by	collision
french horn	has parent	brass instrument
tubular bells	scene contains	observatory bell tower
bus engine	belongs to class	things
screech	is a type of	warning
music genre	has subtype	punk rock
saxophone	precedes	jazz concert
theme music	part of scene	music soundtrack
female singing	localized in	concert hall
latin america music	has sibling	music genre
domestic sounds	has subtype	video game
elephant trumpeting	responds to	danger signal
car crash	belongs to class	traffic accident
bicycle	associated with event	cycling
keys jangling	precedes	person arriving
wild animal	has subtype	canary calling
grunge	described by	a genre of rock music characterized by distorted electric guitars and angsty lyrics
surface contact	has children	scratch
toothbrush	belongs to class	brushing teeth
traffic noise	occurs in	truck interior
truck engine idling	has parent	engine idling
bird	associated with environment	park
trombone	precedes	musical instrument
water domestic	belongs to class	things
bell ringing	has timbre	ringing
clatter	generated by	metal
harmonica	indicates	musical performance
bus	is instance of	urban transportation
ding	is sound of	alarm
rodents rats mice	has subtype	mouse pattering
domestic sounds	has subtype	chopping food
grind	is a type of	metal
whistling	part of scene	parade
door knock	has parent	door
wind or woodwind instrument	has children	flute
fowl animal	has parent	farm animal
vehicle passing by	occurs in	street
eruption	triggers	volcanic activity
source-ambiguous sounds	has subtype	ding
knock	is a type of	door
fire truck siren ringing	occurs in	pedestrian street
disco music	has sibling	music genre
stomp stamp	occurs in	quiet street
rustle	belongs to class	source-ambiguous
sound of things	has subtype	electric toothbrush
children music	has duration	short
talking	has children	announcement
change bell ringing	warns about	notification
motorcycle engine	has parent	motorcycle
duck	has subtype	duck quack
steel guitar or slide guitar	triggers	playing music
goat	associated with event	giving birth
source-ambiguous sounds	has subtype	bouncing
water domestic	has parent	domestic sounds
glass chink or clink	occurs in	home
washing dishes	originates from	dishwashing machine
steelpan	triggers	parade
eruption	belongs to class	non-machinery impact
sonar	precedes	underwater navigation
hammering	produced during	woodworking
onomatopoeia	has subtype	squishing water
road vehicle	has subtype	car brake
medium engine (mid frequency)	has sibling	engine
window opens or closes	has sibling	domestic sounds
explosion	has children	firecracker
rattle (instrument)	is sound of	instrument
dog whimpering	emitted by	dog
music	has subtype	sad music
dance music	produced during	festival
microphone	occurs in	studio
vibraphone	co-occurs with	classical music performance
blowtorch	associated with event	melting metal
cello	generated by	musician
sound of things	has subtype	mechanisms
sitar	produced during	meditation
castanets	is a type of	percussion instrument
animal	has subtype	gibbon howling
reverse beeper	belongs to class	alarm signal
announcement jingle	occurs in	airplane interior
dance music	produced during	dancing
cleaning	associated with environment	cleaning routine
female singing	generated by	voice
mallet percussion	has subtype	glockenspiel
insect	temporal component of	fluttering
clatter	follows	metal on metal
bus	belongs to class	large vehicle
harmonica	is instance of	stringed instrument
rustle	entails event	a sound that is made by the movement of leaves in the wind
singing	has subtype	music
steel guitar or slide guitar	event composed of	picking
clatter	has parent	onomatopoeia
lullaby	is a type of	peaceful
piano	emitted by	instrument
marimba and xylophone	belongs to class	mallet percussion
cow	emitted by	animal
chatter	co-occurs with	conversation
truck	co-occurs with	road construction
harmony	has subtype	music
throat cleaning	occurs in	library
vehicle engine	has subtype	engine accelerating
shuffle	belongs to class	human movement
broadband noise	overlaps with	construction noise
bell	co-occurs with	door bell
mouse	occurs in	street
harmonica	is a type of	musical instrument
chainsaw	belongs to class	powered saw
tick-tock	is instance of	clock
natural sounds	scene contains	birds chirping
lullaby	co-occurs with	baby sleeping
car skidding	has children	tire squealing
saxophone	is sound of	musician
booing	is a type of	warning
children shouting	originates from	school
whispering	belongs to class	human voice
sound of things	has subtype	glass chink or clink
electronic music	has children	dubstep
saxophone	precedes	jazz music
sound of things	has subtype	vehicle passing by
eruption	can be heard in	volcano
bus compressor	occurs in	street
song	localized in	concert venue
human non-speech sounds	has subtype	snicker
bassoon	has timbre	woody
vocal music	has children	a capella
speech	warns about	warning
music	has subtype	french horn
sound reproduction	belongs to class	channel environment and background
lullaby	is sound of	mother
oboe	precedes	orchestra rehearsal
road vehicle	has subtype	race car
tambourine	is a type of	percussion instrument
police radio chatter	belongs to class	speech
gull seagull	belongs to class	wild animal
road vehicle	has subtype	ambulance siren ringing
harp	emitted by	musician
eruption	has parent	non-machinery impact
glockenspiel	produces	music
music	has subtype	reggae music
vibraphone	part of scene	percussion ensemble
farm animal	has subtype	yak
electronic music	has subtype	noise music
human non-speech sounds	has subtype	lip smacking
ding	belongs to class	onomatopoeia
eagle screaming	belongs to class	wild animal
sheep	occurs in	farm
throbbing	part of scene	music performance
outdoor environment	occurs in	residential area
moaning	has parent	human voice
car horn	responds to	traffic congestion
sound of things	has subtype	audio feedback
trombone	generated by	band
tambourine	part of scene	parade
brief tone	has children	screech
tapping	has parent	generic impact sounds
traffic noise	occurs in	public square
timpani	transcribed as	tympani
firing muskets	localized in	battlefield
music mood	has subtype	angry music
urban music	scene contains	street party
sighing	belongs to class	human non-speech sounds
singing	precedes	singing end of event
singing	occurs in	concert
clarinet	belongs to class	wind or woodwind instrument
music	has subtype	flute
saxophone	overlaps with	jazz music
liquid	has subtype	liquid dripping
harmonica	originates from	musician
shouting	has sibling	human voice
sneezing	localized in	room
harmonica	overlaps with	music
animal	has subtype	pig
brass instrument	has subtype	trombone
marching	overlaps with	drums
bird vocalization call or song	emitted by	bird call
giggling	co-occurs with	laughter
speech	can be heard in	conference room
doorbell	precedes	door opening
tabla	is a type of	handmade instrument
bang	is sound of	gunshot
children singing	localized in	school
dance music	belongs to class	music
roller coaster	belongs to class	things
coffee machine	event composed of	heating water
bugle	indicates	danger
door slam	occurs in	office
parrot talking	event composed of	parrot vocalizations
piano	is a type of	keyboard instrument
raindrop	is a type of	water droplet
clicking	described by	a short, sharp sound made by a mechanical device
sound of things	has subtype	cleaning truck
heavy engine (low frequency)	occurs in	farm
animal	has subtype	bird vocalization call or song
afrobeat	part of scene	cultural identity
motorcycle engine	emitted by	vehicle
sampler	belongs to class	keyboard (musical)
sound of things	has subtype	water vehicle
knock	occurs in	house
telephone dialing	has parent	telephone
metro	described by	cities
belly laugh	occurs in	cafe or restaurant
castanets	belongs to class	music
human sounds	has subtype	female speaking
gibbon howling	has sibling	wild animal
burst or pop	has sibling	non-machinery impact
hands	has children	finger snapping
drum kit	generated by	music producer
microphone	can be heard in	television studio
laughing	has children	sniggering
wolf whistling	perceived as	warning signal
truck	occurs in	park
bird	is variant of	trill
car alarm ringing	warns about	emergency
motorcycle	can be heard in	city street
lathe spinning	belongs to class	things
lip smacking	occurs in	car interior
onomatopoeia	has children	whoosh swoosh swish
crunch	associated with environment	construction site
sound of things	has subtype	fusillade
water tap or faucet	event composed of	water flow
noise music	event composed of	drums
thunderstorm	co-occurs with	lightning bolt
synthesizer	has parent	keyboard (musical)
dishwasher	has subtype	kitchen appliance
sonar	entails event	submersible watercraft
announcement	belongs to class	human sounds
ping	belongs to class	source-ambiguous
bus engine	has subtype	bus engine idling
musical instrument	has children	wind or woodwind instrument
ambulance siren ringing	part of scene	emergency response
metro	temporal component of	commuter rail
tearing	has subtype	effect
rumble	part of scene	construction equipment
djembe	overlaps with	drums
groaning	generated by	human
sound reproduction	has subtype	radio
sneezing	has parent	human non-speech sounds
fowl animal	has sibling	farm animal
video game/tv	has children	video game
acoustic environment	perceived as	ambient
human voice	has subtype	snicker
snowmobile	is a type of	snowmobile vehicle
human movement	occurs in	theater
music	has subtype	gospel music
wood splinter	belongs to class	wood
slosh	occurs in	cafe or restaurant
francolin calling	has subtype	bird call
door	has subtype	car door opens or closes
machinery impact	has subtype	jackhammer
car door opens or closes	occurs in	street
tornado	belongs to class	wind blowing
fire alarm ringing	indicates	fire emergency
non-machinery impact	has subtype	volcano explosion
trombone	generated by	soloist
fusillade	belongs to class	explosion
pump (liquid)	belongs to class	liquid
snowmobile	belongs to class	things
emergency vehicle	occurs in	city center
wind noise (microphone)	has sibling	microphone
thunder	part of scene	storm
cornet	has parent	brass instrument
air conditioner	occurs in	bus interior
applause	produces	air
pulse	temporal component of	heartbeat
musical concepts	has subtype	melody
banjo	occurs in	music restaurant
sound of things	has subtype	railroad car or train wagon
jackhammer	has sibling	drilling
clarinet	has pitch	medium
human activities	has children	playing lacrosse
vehicle	has subtype	car alarm ringing
microphone	localized in	podcast studio
ice cream truck	can be heard in	park
aircraft engine	belongs to class	vehicle engine
elephant trumpeting	has pitch	low
conversation	part of scene	social gathering
soundtrack music	belongs to class	music role
motorcycle engine idling	has sibling	engine idling
stir	can be heard in	kitchen
castanets	is a type of	handheld instrument
road vehicle	originates from	mall parking lot
bongos	overlaps with	percussion
pheasant crowing	occurs in	marsh
sliding door	has sibling	domestic sounds
channel environment and background	has subtype	reproduction
mynah bird	transcribed as	mynah bird song
rain	described by	transportation
animal	has subtype	yak
air conditioning	occurs in	cafe or restaurant
angry music	belongs to class	music mood
human voice	has subtype	talking
human non-speech sounds	has children	humming
middle eastern music	has parent	music genre
radio	associated with environment	radio studio
rock drill	occurs in	construction site
truck	has children	truck brake
squeal	responds to	animal distress
horse clip-clop	overlaps with	footsteps
harp	has duration	short
alarm signal	has sibling	things
bus	is instance of	motorized vehicle
breaking	event composed of	shattering glass
slosh	described by	a sound made by water splashing on a surface
saxophone	overlaps with	jazz instrument
sound of things	has subtype	ice cream truck
horse nicker	responds to	horseshoe removal
music	has subtype	chime
gospel music	scene contains	church service
emergency vehicle	overlaps with	ambulance
ambulance siren ringing	occurs in	open-air market
musical instrument	has subtype	gong
harp	produces	music
hammering	follows	metalworking
chopping wood	belongs to class	wood
tick-tock	scene contains	clock ticking
airplane	is a type of	long-haul aircraft
fill (with liquid)	occurs in	cafe or restaurant
music genre	has subtype	mantra
cattle or bovinae	generated by	natural environment
monologue	has parent	speech
tick-tock	co-occurs with	time keeping
outdoor environment	occurs in	truck interior
mosquito	part of scene	jungle
hammering	produces	vibration
speech	has pitch	medium
human non-speech sounds	belongs to class	human sounds
cow lowing	localized in	field
burping	belongs to class	human non-speech sounds
child babbling	occurs in	city center
glockenspiel	part of scene	music classroom
banjo	is instance of	plucked string instrument
crunch	event composed of	footsteps
walking	has subtype	stomp stamp
air brake	caused by	braking system failure
clatter	follows	plastic on metal
jingle bell	belongs to class	bell ringing
oboe	belongs to class	musical instrument
human non-speech sounds	has subtype	whimpering
duck call (hunting tool)	occurs in	farm
propeller airscrew	belongs to class	vehicle
telephone busy signal	has parent	telephone
train	occurs in	platform
telephone vibrating	occurs in	office
ding	originates from	device
domestic sounds	has children	typing
striking bowling	occurs in	bowling hall
motorcycle engine idling	has sibling	motorcycle engine
car	produces	honking
saxophone	performed by	jazz band
bicycle	occurs in	busy street
rail transport	has subtype	train
steel guitar or slide guitar	generated by	guitarist
reverse beeper	has parent	truck
cooking	can be heard in	dining room
music	is a type of	auditory experience
music	has subtype	organ
eruption	follows	volcanic eruption
human activities	has subtype	golf driving
natural sounds	has children	pumping water
microphone	generated by	source
thunderstorm	associated with event	thunderbolt
applause	belongs to class	human group actions
sound of things	has subtype	train horn
djembe	part of scene	traditional music instrument
yelling	produced during	emotional outburst
helicopter	occurs in	street
cricket	has loudness	medium
synthesizer	can be heard in	music studio
non-machinery impact	has children	striking pool
truck engine accelerating	belongs to class	large vehicle
vehicle compressor	generated by	engine
glass break	occurs in	bar nightclub
warbler chirping	described by	a bird of the genus setophaga with a distinctive crest, a distinctive song, and a distinctive plumage pattern
banjo	part of scene	acoustic music performance
lullaby	used for	soothing
sniggering	belongs to class	laughing
car skidding	generated by	road condition
car	part of scene	driveway
fire alarm ringing	occurs in	train station
wild animal	has subtype	snake
snorting	has subtype	animal
dental drill	has sibling	light engine (high frequency)
race car	occurs in	street
dog howling	generated by	environment
grunge	has sibling	rock music
object banging	belongs to class	object impact
running	precedes	jogging in a race
piano	generated by	musician
water vehicle	emitted by	paddleboard
parrot talking	occurs in	jungle
vehicle engine	has subtype	bus engine idling
rowboat canoe kayak	occurs in	waterfront
engine idling	is sound of	car engine
water domestic	has parent	water
horse snort	is sound of	equine
djembe	localized in	music festival
frog croak	generated by	environment
rapping	can be heard in	nightclub
mouse squeaking	belongs to class	mouse
large vehicle	has subtype	ice cream truck
zing	described by	a
electric piano	has subtype	rhodes piano
office sounds	localized in	office park
outdoor urban or manmade	belongs to class	acoustic environment
studio recording	has parent	recording
music genre	has subtype	electronica
thunderstorm	part of scene	lightning crash
canary calling	emitted by	bird
vehicle	has subtype	vehicle siren ringing
car crash	precedes	car accident
ice cracking	has sibling	natural sounds
electric fan	occurs in	home
goose	produces	squawking
laughing	occurs in	movie theater
harmonica	belongs to class	music
rumble	event composed of	construction equipment
clatter	performed by	machine
snare drum	event composed of	musical instrument
lock	part of scene	safe strongroom unit enclosure
booing	described by	a loud, high-pitched sound made by a person
children shouting	occurs in	public square
sound of things	has subtype	brakes squeaking
melody	has subtype	melody type
music genre	has children	disc scratching
metro leaving	has parent	metro
harmonica	is instance of	musical instrument
bathroom sounds	localized in	bathroom
bassoon	part of scene	jazz ensemble
electro	belongs to class	music genre
cutlery or silverware	belongs to class	things
nose blowing	occurs in	living room
tractor	emitted by	farm
rattle (instrument)	has duration	variable
male singing	belongs to class	human voice
whale calling	belongs to class	animal
domestic sounds	has subtype	duct tape
guitar strumming	belongs to class	plucked string instrument
sailboat sailing ship	has sibling	water vehicle
ukulele	generated by	instrument
coughing	occurs in	bus station
human activities	has subtype	bouncing on trampoline
domestic sounds	has subtype	bathtub (filling or washing)
chord	overlaps with	guitar
cash register beeping	belongs to class	things
truck compressor	occurs in	construction site
alto saxophone	event composed of	musical instrument
otter growling	event composed of	otter vocalization
ringtone	temporal component of	notification
motorcycle brake	can be heard in	street
clunk	event composed of	hammer on nail
sound of things	has subtype	dishes or pots or pans
air brake	is sound of	vehicle
truck wheel rolling	has sibling	wheel rolling
waterfall	warns about	tsunami
chipmunk	has subtype	chirp
wild animal	has subtype	bird
video game/tv	has parent	domestic sounds
mechanisms	has subtype	single-lens reflex camera
song	overlaps with	singing instrument
speech	produced during	interview
heavy engine (low frequency)	belongs to class	engine
human non-speech sounds	has subtype	stomach rumble
wild animal	has subtype	elk bugling
vehicle engine	occurs in	busy street
hose pump	has subtype	pumping water
noise	has subtype	pink noise
mechanical fan	transcribed as	whirring
sound of things	has subtype	power windows electric windows
hammering	entails event	metalworking
burst or pop	has parent	explosion
helicopter	is variant of	vertical takeoff and landing craft
vehicle	has subtype	train
wild animal	has subtype	bee or wasp
alarm signal	overlaps with	fire alarm
keyboard (musical)	has subtype	harpsichord
bicycle bell	has sibling	alarm signal
gull seagull	has parent	bird
source-ambiguous sounds	has subtype	grind
sound of things	has children	non-motorized land vehicle
vehicle	has subtype	car wheel rolling
bongos	part of scene	cultural event
yawning	is a type of	human sounds
stir	can be heard in	coffee shop
music	has children	ringtone
engine knocking	caused by	faulty fuel injection
aircraft	generated by	air traffic control
bang	generated by	gunpowder
latin america music	event composed of	guitar
squish	has children	squishing water
music role	has children	wedding music
frying	localized in	kitchen
afrobeat	co-occurs with	cultural expression
engine	localized in	oil refinery
clapping	produces	applause
music	has subtype	rock music
clang	generated by	hammer on metal
harmonica	performed by	band
cash register beeping	localized in	cash register
car alarm ringing	caused by	car accident
spraying water	has sibling	water
drum and bass	belongs to class	music
speech	belongs to class	human sounds
source-ambiguous sounds	has subtype	bleep bleep
shopping cart	localized in	store
basketball bounce	generated by	scoreboard
trumpet	is a type of	brass wind instrument
telephone dialing	overlaps with	ringing
tornado	belongs to class	natural sounds
non-machinery impact	has children	golf driving
music mood	belongs to class	music
natural sounds	is a type of	ambient
coughing	occurs in	train interior
steelpan	produced during	music performance
timpani	localized in	concert hall
music	has subtype	folk music
otter growling	has sibling	animal growling
insect chirping	has parent	insect
bicycle bell	occurs in	public square
wind or woodwind instrument	has sibling	musical instrument
techno	has subtype	techno house
blowtorch	caused by	fire
skateboard	can be heard in	bowl
percussion	has subtype	snare drum
clapping	emitted by	applause
digestive	has subtype	eating
drum	is sound of	instrument
neigh whinny	event composed of	cow mooing
microphone	has subtype	audio output device
sneezing	belongs to class	human non-speech sounds
telephone vibrating	belongs to class	telephone
techno	has subtype	progressive house music
keyboard typing	has duration	medium
spray	associated with event	firefighting
sitar	produces	music
echo	belongs to class	acoustic environment
air horn or truck horn	has sibling	alarm signal
snap	has parent	onomatopoeia
melody	can be heard in	concert hall
steel guitar or slide guitar	has subtype	electric guitar
chainsaw	precedes	starting construction
cattle mooing	belongs to class	cattle or bovinae
car passing by	belongs to class	engine
traffic noise	warns about	road accident warning
boom	originates from	car crash
screech	has parent	brief tone
musical instrument	has subtype	keyboard (musical)
screech	associated with event	security alarm
animal	has subtype	horse clip-clop
beat	caused by	electronic device
explosion	caused by	electrical discharge
hammering	entails event	woodworking
car engine idling	occurs in	street
rodents rats mice	has subtype	rats
singing	overlaps with	singing in operatic performance
music role	has parent	music
metronome	part of scene	music composition process
object snapping	has parent	object impact
sound of things	has children	alarm clock ringing
glass	occurs in	home
wild animal	has subtype	insect
applause	emitted by	performer
car brake	affects	driver safety
clickety-clack	event composed of	typewriter keys
natural sounds	has children	hail
crow	belongs to class	wild animal
vehicle passing by	has subtype	car passing by
steelpan	has timbre	resonant
a capella	belongs to class	music
fusillade	occurs in	outside
truck wheel rolling	belongs to class	wheel rolling
music genre	has children	folk music
motorcycle engine	has parent	medium engine (mid frequency)
spraying water	transcribed as	water sprinkler
child babbling	occurs in	park
emergency vehicle	occurs in	quiet street
didgeridoo	has subtype	traditional instrument
woodpecker	overlaps with	wood sawing
planning timber	has parent	light engine (high frequency)
percussion	has parent	musical instrument
zither	has pitch	medium
insect	has subtype	fly housefly
djembe	associated with environment	music lesson
clapping	occurs in	concert hall
human non-speech sounds	has subtype	eating crisps
clapping	scene contains	applause
hammering	co-occurs with	wood chopping
children shouting	emitted by	playground
birthday music	has sibling	music role
funk carioca music	generated by	instrument
golf driving	belongs to class	things
sound of things	has subtype	change bell ringing
aircraft	part of scene	airbase
road vehicle	has subtype	power windows electric windows
clicking	has children	clip-clop
machine gun	caused by	gunshot
glass break	has sibling	non-machinery impact
rumble	overlaps with	passing train
stomp stamp	described by	a loud, rhythmic footstep
ping	indicates	network congestion
pop music	produced during	concerts
non-machinery impact	has children	glass break
animal	has subtype	horse
acoustic guitar	belongs to class	music
applause	associated with event	applause sound in movie theater
song	localized in	amphitheater
onomatopoeia	has subtype	jingle tinkle
video game/tv	has sibling	reproduction
change bell ringing	precedes	alarm
snorting	belongs to class	human sounds
wild animal	has children	monkey
mechanisms	has subtype	sewing machine
non-motorized land vehicle	transcribed as	wheels on pavement
aircraft	occurs in	airplane interior
human group actions	has sibling	human sounds
footsteps	is a type of	movement
rock music	originates from	guitar
lip smacking	occurs in	truck interior
sweeping	belongs to class	things
burst or pop	has sibling	explosion
cow	temporal component of	grazing
didgeridoo	occurs in	indigenous culture
car alarm ringing	caused by	car crash
tambourine	localized in	concert stage
guiro	part of scene	fiesta
telephone vibrating	occurs in	truck interior
television	described by	a device used for broadcasting and receiving television programs
machinery impact	has subtype	drilling
crowd	associated with event	political event
human non-speech sounds	has children	shouting
large vehicle	has children	bus
bassoon	is a type of	woodwind instrument
shower	overlaps with	running water
sound of things	has subtype	tick-tock
screech	is instance of	siren
rodents rats mice	overlaps with	rats
screaming	can be heard in	movie theater
whack or thwack	has parent	generic impact sounds
farm animal	has subtype	horse snort
door opens or closes	occurs in	apartment unit
door domestic	can be heard in	office
foghorn ringing	has duration	short
melody	is a type of	music
bassoon	part of scene	woodwind ensemble
announcement jingle	occurs in	train interior
sound of things	has subtype	cutlery or dishes
banjo	is instance of	instrument with a sound hole
truck engine	occurs in	quiet street
musical instrument	has subtype	shofar
change bell ringing	belongs to class	things
frog	belongs to class	wild animal
rain	has parent	natural sounds
child babbling	occurs in	beach
fire	can be heard in	fireworks show
bus compressor	has sibling	bus engine
musical instrument	has children	accordion
bass drum	is a type of	percussion instrument
truck engine idling	belongs to class	truck
mantra	has parent	chant
thunderstorm	affects	power outages
human sounds	has subtype	announcement
hair dryer	occurs in	home
wild animal	has subtype	mouse pattering
accordion	is a type of	instrument
car passing by	occurs in	busy street
object impact	has subtype	specific impact
mains hum	has parent	background noise
bird vocalization call or song	belongs to class	bird
train	associated with event	regional rail
outdoor environment	occurs in	forest
musical instrument	has subtype	singing bowl
video game/tv	belongs to class	domestic sounds
timbales	occurs in	music studio
bleep bleep	belongs to class	brief tone
vacuum cleaner	occurs in	kitchen
cricket	generated by	cricket ball
video game music	has parent	music role
female screaming	localized in	theater
harp	is a type of	stringed instrument
bee or wasp	belongs to class	insect
furniture dragging	belongs to class	things
latin america music	has children	salsa music
steel guitar or slide guitar	performed by	guitarist
cello	co-occurs with	solo performance
congas	has sibling	percussion
chipmunk	has subtype	chitter
tapping	perceived as	repetitive
metro leaving	emitted by	public transportation
pig	has children	pig oink
whimpering	can be heard in	bedroom
musical instrument	is variant of	drum
television	belongs to class	domestic sounds
whale calling	described by	a type of vocalization used by cetaceans to communicate with one another
music genre	has subtype	music of bollywood
bang	generated by	thunder
dog yipping	localized in	forest
human sounds	has subtype	screaming
traffic noise	occurs in	home
percussion	is variant of	tabla
bathroom sounds	has subtype	bathtub (filling or washing)
pigeon dove	occurs in	forest
duck quack	can be heard in	pond
kettle whistle	belongs to class	domestic sounds
source-ambiguous sounds	has subtype	clip-clop
aircraft	has sibling	vehicle
speech	used for	announcement
chalk on blackboard	occurs in	student hall
duck	localized in	wetland
wood	used for	construction
singing	part of scene	birthday party
playing volleyball	is a type of	team sport
laughing	has subtype	belly laugh
orchestra	produced during	playing
clunk	generated by	car engine
cap gun	has parent	gunshot
farm animal	has children	hen
sonar	indicates	obstacle
afrobeat	belongs to class	music genre
bird vocalization call or song	has children	barn swallow calling
farm animal	has subtype	chicken or rooster clucking
large crowd	occurs in	station hall
sound of things	has subtype	object rustling
air conditioner	transcribed as	whirring
clavinet	is sound of	instrument
breathing	warns about	chronic obstructive pulmonary disease
hum	part of scene	sports stadium
sound of things	has subtype	water tap or faucet
hedge trimmer	has sibling	powered saw
mosquito	temporal component of	flying
water vehicle	transcribed as	ship
alarm signal	has children	doorbell
outdoor rural or natural	transcribed as	rustling leaves
music	has subtype	string section
clickety-clack	can be heard in	train station
fox barking	is instance of	vocalization
ukulele	occurs in	music concert
miscellaneous sources	has children	arrow
rodents rats mice	temporal component of	scurrying
truck	responds to	traffic congestion
gong	occurs in	museum exhibit
vehicle	localized in	road
small/medium rotating saw	is a type of	power tool with blade
musical instrument	has subtype	harmonica
rain	produces	precipitation events
air brake	emitted by	vehicle
harmonica	is sound of	instrument
giggling	localized in	amusement park
cash register beeping	occurs in	shopping mall
erhu	transcribed as	a type of violin commonly used in chinese music
brushing teeth	occurs in	bathroom
erhu	transcribed as	a musical instrument with a long neck and two strings
human movement	occurs in	gym
door	can be heard in	office
engine	localized in	shipyard
train	is sound of	whistle
walking	belongs to class	human sounds
playing guitar	emitted by	musician
noise	has parent	channel environment and background
field recording	has sibling	recording
rapping	can be heard in	club
skateboard	is a type of	vehicle
dog barking	occurs in	park
mouse click	localized in	computer keyboard
guitar strumming	scene contains	music performance
sheep	described by	a type of animal used in agriculture for meat, milk, and wool
trombone	can be heard in	street performance
harpsichord	has timbre	resonant
coin dropping	occurs in	shop
elephant trumpeting	responds to	warning call
fire	originates from	human negligence
music	emitted by	dj
exhaust brake	has sibling	brakes squeaking
metro	associated with environment	underground
heart sounds heartbeat	has subtype	rhythm
scratch	responds to	pencil on skin
black capped chickadee calling	is a type of	animal
orchestra	overlaps with	applause cheering
car brake	belongs to class	things
sound of things	has subtype	engine knocking
insect	has subtype	insect buzz
vibraphone	is sound of	instrument
glass	transcribed as	tinkling glass
buzzer ringing	warns about	emergency situation
foghorn ringing	warns about	emergency
children singing	generated by	singing teacher
chord	described by	a musical note or a combination of notes
telephone busy signal	belongs to class	things
knock	produced during	calling someone
horse snort	localized in	pasture
cash register beeping	has duration	short
animal	has subtype	cat growling
speech	warns about	impending danger
baby crying	belongs to class	human voice
applause	caused by	applause applause
outdoor urban or manmade	belongs to class	channel environment and background
non-machinery impact	has children	breaking
saxophone	can be heard in	concert hall
duck	can be heard in	lake
sonar	is a type of	sonar system
sewing machine	belongs to class	things
thunderstorm	co-occurs with	lightning flash
music genre	has subtype	funk music
warbler chirping	occurs in	forest
footsteps	part of scene	stadium
burping	belongs to class	eating
human sounds	has subtype	biting
water domestic	has subtype	sink (filling or washing)
guiro	is a type of	musical instrument
explosion	described by	a sudden, loud, destructive event
door domestic	part of scene	apartment
vehicle compressor	occurs in	busy street
truck engine accelerating	occurs in	city center
car door opens or closes	belongs to class	things
airplane	produced during	takeoff
waterfall	described by	a type of waterfall known for its crystal-clear water and unique rock formations
slapping	belongs to class	human non-speech sounds
sound of things	has subtype	bathroom sounds
sound of things	has subtype	dial tone
cricket	associated with event	playing in the background
hi-hat	part of scene	jazz concert
door wood creak	has parent	door domestic
ambient music	has parent	music genre
laughing	occurs in	party
wild animal	has children	elk bugling
human voice	has subtype	battle cry
djembe	responds to	cultural expression
footsteps	occurs in	quiet street
metro door opens or closes	produced during	metro station
cutlery or dishes	has sibling	kitchen sounds
coin dropping	produced during	falling
chewing	localized in	kitchen
yelling	localized in	office
echo	temporal component of	source
non-machinery impact	has subtype	striking bowling
conversation	localized in	living room
puff	has parent	onomatopoeia
yelling	produced during	sports game
ocean	can be heard in	harbor
owl	is sound of	hooting
vehicle	has subtype	truck engine
cricket	belongs to class	wild animal
reverberation	is instance of	echo
announcement	can be heard in	train station
keys jangling	event composed of	door opening
insect buzz	generated by	bees
birthday music	belongs to class	music
office sounds	occurs in	home
dance music	scene contains	music festival
burping	belongs to class	digestive
bus brake	caused by	mechanical failure
banjo	performed by	musician
speech	has timbre	natural
cornet	occurs in	jazz festival
grinding	event composed of	coffee machine
deformable shell	has subtype	tearing
bugle	warns about	danger
motorcycle engine accelerating	can be heard in	city street
fowl animal	has subtype	turkey
tapping	associated with event	playing xylophone
sound of things	has subtype	arrow
pig oink	has sibling	pig
tabla	linked to visual	hand held instrument in indian music
engine	has children	medium engine (mid frequency)
laughing	localized in	playground
rodents rats mice	has parent	wild animal
scratch	described by	a sudden, sharp sound made by a fingernail on a surface
car alarm ringing	occurs in	quiet street
wheel rolling	has subtype	bus wheel rolling
water splashing	has children	slosh
accordion	described by	a type of instrument used in folk music
musical instrument	has subtype	church bell ringing
road vehicle	scene contains	honking
domestic sounds	has children	broadband noise
shower	has subtype	water droplets
afrobeat	has parent	africa music
cornet	emitted by	band
raindrop	associated with event	precipitation
car	can be heard in	drive-in
hands	has parent	human non-speech sounds
song	is a type of	auditory experience
cat purring	occurs in	home
cricket	associated with environment	grassland
electronic tuner	can be heard in	music classroom
railroad car or train wagon	belongs to class	rail transport
tambourine	localized in	street performance
train	overlaps with	passing cars
castanets	has subtype	handheld instrument
musical instrument	has subtype	clarinet
sound of things	has subtype	fill (with liquid)
announcement speech	occurs in	bus interior
firing muskets	has parent	gunshot
natural sounds	scene contains	waterfall
electric guitar	has sibling	playing guitar
a capella	belongs to class	vocal music
